DISTRICT,TALUK,VILLAGES,N,P,K,temperature,humidity,ph,rainfall
Idukki,Udumbanchola,Vathikudy,40,68,17,34.1262979,65.14877461,7.733149554,70.40795007
Kannur,Kannur,Ancharakandy,75,54,36,26.29465461,84.56919326,7.023936392,257.4914906
Kannur,Kannur,Azhikode North,97,36,45,22.2286982,81.85872947,6.939083505,278.0791793
Kannur,Kannur,Azhikode South,67,47,44,26.73072391,81.78596776,7.868474653,280.4044392
Kannur,Kannur,Chala,73,35,38,24.88921174,81.97927117,5.005306977,185.9461429
Kannur,Kannur,Chelora,77,36,37,26.88444878,81.46033732,6.136131869,194.5766559
Kannur,Kannur,Cherukunnu,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918
Kannur,Kannur,Cheruthazham,67,35,22,23.30546753,63.24648023,6.385684214,108.7603001
Kannur,Kannur,Chirakkal,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597
Kannur,Kannur,Elayavoor,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389
Kannur,Kannur,Ezhome,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338
Kannur,Kannur,Iriveri,60,68,83,19.12065218,18.43475844,6.620900869,85.52950164
Kannur,Kannur,Kadachira,59,62,83,18.57665902,19.22008229,8.104396058,72.94940441
Kannur,Kannur,Kadannappalli,22,67,78,17.16606398,14.42457525,6.204090835,72.32667516
Kannur,Kannur,Kalliasseri,36,65,80,18.2872007,16.67921616,6.051091339,74.87445574
Kannur,Kannur,Kanhirode,88,38,15,25.08239719,65.92195844,6.455116637,62.49190812
Kannur,Kannur,Kannadiparamba,81,41,38,22.67846116,83.72874389,7.524080076,200.9133156
Kannur,Kannur,Kannapuram,68,57,43,26.08867875,80.37979919,5.706943251,182.9043504
Kannur,Kannur,Kannur,72,45,35,25.42977518,82.94682591,5.758506323,195.3574542
Kannur,Kannur,Kannur Cantonment,10,18,35,27.79797651,99.64573002,6.381975465,181.6942283
Kannur,Kannur,Kunhimangalam,7,11,32,29.25902906,95.11294697,5.542169139,184.7624496
Kannur,Kannur,Madayi,39,5,31,27.10134661,93.69979946,5.551963184,150.9502632
Kannur,Kannur,Mattool,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416
Kannur,Kannur,Mavilayi,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541
Kannur,Kannur,Munderi,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393
Kannur,Kannur,Muzhappilangad,87,48,25,18.65396672,61.37879671,6.656730008,93.62039175
Kannur,Kannur,Narath,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395
Kannur,Kannur,Pallikkunnu,35,64,78,17.92845928,14.27327988,7.496645259,85.37378769
Kannur,Kannur,Panapuzha,52,60,79,19.45339934,18.23490739,8.380185271,75.6317566
Kannur,Kannur,Pappinisseri,27,76,83,19.12829388,14.92241479,6.289614016,89.61857826
Kannur,Kannur,Peralassery,57,60,84,19.1034283,17.26184541,6.586777189,75.49101167
Kannur,Kannur,Puzhathi,2,78,23,21.31852148,66.43934593,7.320514721,45.42616802
Kannur,Kannur,Thottada,10,78,18,18.54141834,62.70637578,6.296976913,44.07819743
Kannur,Kannur,Valapattanam,14,67,25,25.28710601,60.85993533,7.241151936,49.37369982
Kannur,Kannur,Varam,39,65,23,25.43459777,69.12613376,7.685959305,41.02682925
Kannur,Taliparamba,Alakode,34,15,34,27.05826457,91.10510371,5.677282678,224.7006953
Kannur,Taliparamba,Alapadamba,14,23,25,26.18552389,96.96637916,5.612122797,135.4186222
Kannur,Taliparamba,Cheleri,9,77,17,20.12373284,24.45202552,5.783425416,106.158201
Kannur,Taliparamba,Chengalai,1,62,23,15.43546065,18.37477907,5.607808432,139.0302034
Kannur,Taliparamba,Chuzhali,33,59,22,22.64236876,21.59396123,5.946999529,122.3886015
Kannur,Taliparamba,Eramam,37,55,82,19.45591848,18.02235902,8.423873703,78.44910564
Kannur,Taliparamba,Eruvassy,39,127,202,15.3246651,81.67215994,6.477768039,71.60102999
Kannur,Taliparamba,Irikkur,48,65,78,17.43732714,14.33847406,7.861128148,73.0926704
Kannur,Taliparamba,Kalliad,36,56,83,18.89780215,19.76182946,7.4526709,69.09512477
Kannur,Taliparamba,Kankole,18,19,29,27.59376845,92.48519606,6.206077742,162.8432736
Kannur,Taliparamba,Karivellur,7,21,35,25.76011662,94.65830608,5.764812076,131.2451414
Kannur,Taliparamba,Kayaralam,24,27,34,28.87862994,95.11320315,6.203376525,145.0583117
Kannur,Taliparamba,Kolacherry,23,59,19,21.98560799,24.87304788,5.852046999,129.5650601
Kannur,Taliparamba,Kooveri,6,62,22,20.53052663,18.09224048,5.824090984,120.4509288
Kannur,Taliparamba,Kurumathur,37,78,79,19.95264829,14.82633099,7.786366322,88.6810311
Kannur,Taliparamba,Kuttiattoor,39,29,29,26.50908611,94.48414544,6.143662699,199.8778403
Kannur,Taliparamba,Kuttiyeri,90,46,42,23.97898217,81.45061596,7.50283396,250.0832336
Kannur,Taliparamba,Kuttoor,22,133,201,23.81995682,80.12211649,6.00299607,67.2739864
Kannur,Taliparamba,Malapattam,32,130,196,40.66012294,81.24995984,6.372959542,74.03030056
Kannur,Taliparamba,Maniyoor,29,8,28,26.87037587,91.72546257,6.100429497,214.4128874
Kannur,Taliparamba,Mayyil,10,24,27,27.57283516,94.90485697,5.708409601,145.9298935
Kannur,Taliparamba,Nediyanga,25,63,20,15.78601387,21.14544088,5.502999119,95.17028129
Kannur,Taliparamba,New Naduvil,7,79,23,19.6365349,19.68751084,5.821649914,96.65888933
Kannur,Taliparamba,Nuchiyad,35,57,83,19.48316794,17.44534641,7.476800943,80.4986291
Kannur,Taliparamba,Padiyoor,6,140,205,17.66558428,82.92903419,6.313085601,69.8671263
Kannur,Taliparamba,Panniyoor,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476
Kannur,Taliparamba,Pariyaram,74,35,40,26.49109635,80.15836264,6.980400905,242.8640342
Kannur,Taliparamba,Pattuvam,38,6,25,25.54963273,96.92786777,6.156259104,191.2996157
Kannur,Taliparamba,Payyannur,25,12,26,28.56973521,95.67906668,6.436314406,134.8370348
Kannur,Taliparamba,Payyavoor,40,5,32,26.07010807,96.7036223,5.981169595,143.533473
Kannur,Taliparamba,Peralam,34,76,80,20.65691793,15.84572566,7.985417393,65.23811143
Kannur,Taliparamba,Peringome,42,74,83,19.2582557,14.2804191,7.545258424,65.78042032
Kannur,Taliparamba,Perinthatta,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026
Kannur,Taliparamba,Pulingome,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647
Kannur,Taliparamba,Ramanthali,27,64,15,20.16080524,24.84207559,5.514927264,138.2362122
Kannur,Taliparamba,Sreekandapuram,28,66,23,21.53989176,24.25386207,5.99616119,120.6913038
Kannur,Taliparamba,Taliparamba,32,57,18,15.53834801,23.75560241,5.695422863,107.3850593
Kannur,Taliparamba,Thimiri,57,57,75,17.09104223,18.25142068,7.785039076,87.27444866
Kannur,Taliparamba,Thirumeni,27,79,82,17.06579293,17.54024066,6.307004923,70.87150577
Kannur,Taliparamba,Vayakkara,32,71,85,20.62767492,14.44008871,6.403982316,92.06630306
Kannur,Taliparamba,Vayathur,33,120,205,35.12158265,82.26890793,5.550832178,69.71518491
Kannur,Taliparamba,Vellad,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274
Kannur,Taliparamba,Vellora,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455
Kannur,Thalassery,Aralam,28,76,82,20.56601874,14.25803981,6.654425315,83.75937135
Kannur,Thalassery,Ayyankunnu,42,79,85,17.22385224,15.82069268,6.129533877,76.57580954
Kannur,Thalassery,Chavassery,32,60,83,19.69141713,19.44225438,8.829273328,91.76071648
Kannur,Thalassery,Cheruvanchery,22,78,76,17.84851658,19.09172907,8.621662982,76.32470713
Kannur,Thalassery,Chockli,19,72,15,28.83600962,69.76112921,6.890760124,44.08562546
Kannur,Thalassery,Dharmadom,18,57,21,27.37659643,63.93927841,6.155915975,49.47371773
Kannur,Thalassery,Eranholi,31,58,15,28.31886863,60.19461399,6.167855382,45.36521251
Kannur,Thalassery,Eruvatti,1,8,26,27.5136304,94.18955816,5.562911913,156.6732553
Kannur,Thalassery,Kadirur,31,13,33,27.63834933,95.48763389,5.85971872,205.5463111
Kannur,Thalassery,Kandamkunnu,10,9,28,29.01256899,94.01014388,6.282955073,150.0500312
Kannur,Thalassery,Kanichar,36,27,26,26.58413917,95.78923137,6.25449571,171.6262299
Kannur,Thalassery,Kannavam,38,24,33,28.28905147,97.00396405,5.973853124,142.9403233
Kannur,Thalassery,Keezhallur,28,58,25,27.4818649,62.04814951,6.861640036,37.81123974
Kannur,Thalassery,Keezhur,5,65,19,18.28072173,68.10365387,6.978361689,48.80253285
Kannur,Thalassery,Kelakam,16,65,19,27.61204997,69.29786244,7.043160241,42.72374404
Kannur,Thalassery,Kolavelloor,34,65,19,23.43974653,63.22011726,5.94239222,45.40277297
Kannur,Thalassery,Koloyad,59,62,83,18.57665902,19.22008229,8.104396058,72.94940441
Kannur,Thalassery,Koodali,22,67,78,17.16606398,14.42457525,6.204090835,72.32667516
Kannur,Thalassery,Koothuparamba,36,65,80,18.2872007,16.67921616,6.051091339,74.87445574
Kannur,Thalassery,Kottayam-Malabar,59,60,84,19.03025305,18.66725565,7.690962338,94.70992037
Kannur,Thalassery,Kottiyoor,54,77,85,17.1418614,17.0662427,7.829211144,83.74606679
Kannur,Thalassery,Manantheri,43,68,81,17.47809436,17.93253975,6.761599706,78.92060234
Kannur,Thalassery,Manathana,98,47,37,23.48381344,81.33265073,7.375482851,224.0581164
Kannur,Thalassery,Mangattidam,66,53,41,25.0756354,80.52389148,7.778915154,257.0038865
Kannur,Thalassery,Mattannur,97,59,43,26.35927159,84.04403589,6.286500176,271.3586137
Kannur,Thalassery,Mokeri,97,50,41,24.52922681,80.54498576,7.070959995,260.2634026
Kannur,Thalassery,Muzhakkunnu,14,29,32,35.63627319,48.97047762,6.942520105,97.51952041
Kannur,Thalassery,New Mahe,18,20,26,31.66524687,51.98594645,5.435840509,89.98024312
Kannur,Thalassery,Paduvilayi,9,21,32,32.26935342,53.56092806,5.870116071,95.94035356
Kannur,Thalassery,Panniyannur,20,30,27,27.81005614,51.59445462,4.74910393,95.89898581
Kannur,Thalassery,Panoor,37,36,26,32.89300162,52.61323969,4.650536197,94.49161372
Kannur,Thalassery,Pathiriyad,21,31,32,35.38598705,51.42664176,5.254532213,90.29643888
Kannur,Thalassery,Pattannur,60,49,44,20.77576147,84.49774397,6.244841491,240.0810647
Kannur,Thalassery,Pattiom,84,51,35,22.30157427,80.64416466,6.043304899,197.9791215
Kannur,Thalassery,Payam,73,57,41,21.44653958,84.94375962,5.824709117,272.2017204
Kannur,Thalassery,Peringathur,92,35,40,22.17931888,80.33127223,6.357389366,200.0882787
Kannur,Thalassery,Pinarayi,85,37,39,24.52783742,82.73685569,6.364134968,224.6757231
Kannur,Thalassery,Puthoor,98,53,38,20.26707606,81.63895217,5.01450727,270.4417274
Kannur,Thalassery,Sivapuram,9,38,25,34.58561471,50.34035336,5.497946899,100.3060719
Kannur,Thalassery,Thalassery,26,24,34,31.27180992,52.23810152,6.811291098,89.74409017
Kannur,Thalassery,Thillenkeri,14,69,19,20.95628486,63.68128841,7.239455147,52.39881209
Kannur,Thalassery,Tholambra,22,55,16,23.7937153,68.03209183,6.516317561,49.73922097
Kannur,Thalassery,Thrippangottur,24,61,17,22.6371424,65.44544859,6.233269045,38.30411077
Kannur,Thalassery,Vekkalam,2,79,15,21.53577883,65.47227704,7.505283615,35.75107592
Kannur,Thalassery,Vellarvelly,26,63,17,29.87854588,65.73085206,6.950300686,44.95654782
Kannur,Thalassery,Vilamana,27,61,15,25.2653291,67.10004577,6.958054839,48.33941188
Kasaragod,Hosdurg,Ajanur,20,77,23,34.87248659,38.83786012,5.180271502,148.2502786
Kasaragod,Hosdurg,Ambalathara,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011
Kasaragod,Hosdurg,Balal,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557
Kasaragod,Hosdurg,Bare,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278
Kasaragod,Hosdurg,Bellur,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109
Kasaragod,Hosdurg,Bheemanady,29,78,25,19.95991719,59.33157782,5.982854523,195.787103
Kasaragod,Hosdurg,Cheemeni,13,60,25,17.13692774,20.59541693,5.68597166,128.256862
Kasaragod,Hosdurg,Cheemeni II,25,70,16,19.63474332,18.90705639,5.759237003,106.3598183
Kasaragod,Hosdurg,Cheruvathur ,31,55,22,22.91350245,21.33953114,5.873171894,109.225556
Kasaragod,Hosdurg,Chithari,40,64,16,16.43340342,24.24045875,5.926676985,140.3717815
Kasaragod,Hosdurg,Chittarikkal,115,17,55,27.57826922,94.11878202,6.776533055,28.08253201
Kasaragod,Hosdurg,Kallar,114,27,48,27.82054812,93.03555162,6.528404378,26.32405487
Kasaragod,Hosdurg,Kanhangad,101,25,52,29.09910406,94.22237826,6.750145572,22.52497327
Kasaragod,Hosdurg,Karindalam,0,26,31,25.0707247,95.02156793,5.547933273,192.9036306
Kasaragod,Hosdurg,Kayyur,38,6,25,25.54963273,96.92786777,6.156259104,191.2996157
Kasaragod,Hosdurg,Keekan,25,12,26,28.56973521,95.67906668,6.436314406,134.8370348
Kasaragod,Hosdurg,Kilayikode,40,5,32,26.07010807,96.7036223,5.981169595,143.533473
Kasaragod,Hosdurg,Kinanoor,118,18,52,28.04943594,90.83130708,6.562832807,20.76223014
Kasaragod,Hosdurg,Kodakkad,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175
Kasaragod,Hosdurg,Kodom,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645
Kasaragod,Hosdurg,Madikai,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722
Kasaragod,Hosdurg,Maloth,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633
Kasaragod,Hosdurg,Maniyat,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271
Kasaragod,Hosdurg,Nileshwar,-4.7,71.6,19.3,27.32157966,53.81039501,6.213420085,130.4619443
Kasaragod,Hosdurg,North Thrikkaripur,2,61,20,22.13974653,23.02251117,5.95561668,76.64128258
Kasaragod,Hosdurg,Padne,26,65,22,17.84806561,18.77621951,5.949949081,143.0984171
Kasaragod,Hosdurg,Palavayal,17,57,21,19.88394011,20.31564139,5.789214289,60.91974792
Kasaragod,Hosdurg,Pallikkara,26,80,18,19.32509638,23.3334788,5.581021521,104.7783947
Kasaragod,Hosdurg,Pallikkara II,95,26,45,29.91690582,94.55695552,6.117530021,28.16057247
Kasaragod,Hosdurg,Panathady,81,25,49,29.86895762,93.25103208,6.076459669,26.26243014
Kasaragod,Hosdurg,Panayal,0,19,31,25.51791333,94.38420565,6.271952833,178.7297725
Kasaragod,Hosdurg,Parappa,26,9,32,25.9490364,94.73860514,6.470465614,144.1571109
Kasaragod,Hosdurg,Periya,35,30,34,28.2974764,95.41122824,6.141502001,182.4482352
Kasaragod,Hosdurg,Perole,37,73,21,29.50304807,63.46513414,5.560224583,189.5208915
Kasaragod,Hosdurg,Pilicode,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662
Kasaragod,Hosdurg,Pullur,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466
Kasaragod,Hosdurg,South Thrikkaripur,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999
Kasaragod,Hosdurg,Thayanur,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988
Kasaragod,Hosdurg,Thimiri,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506
Kasaragod,Hosdurg,Udinoor,17,59,17,18.4167001,23.42829938,5.689858133,132.9801054
Kasaragod,Hosdurg,Udma,27,59,22,21.81167649,23.20591245,5.794158504,130.0608093
Kasaragod,Hosdurg,West Eleri,28,58,24,19.72702528,18.28173015,5.748190463,143.7630894
Kasaragod,Kasaragod,Adhur,25,57,19,17.15432954,19.87070659,5.566522896,87.99669731
Kasaragod,Kasaragod,Adoor,108,26,52,28.82629037,94.26765349,6.201797639,26.23838511
Kasaragod,Kasaragod,Angadimogaru,13,67,18,30.5753044,34.75591197,5.384762927,177.5764304
Kasaragod,Kasaragod,Arikady,27,74,20,24.69487673,59.96669215,5.859813416,91.95792434
Kasaragod,Kasaragod,Badaje,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264
Kasaragod,Kasaragod,Badiyadka,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624
Kasaragod,Kasaragod,Badoor,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371
Kasaragod,Kasaragod,Bandadka,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998
Kasaragod,Kasaragod,Bangra Manjeshwar,19,30,30,29.56549169,91.40896307,5.826381164,224.8315729
Kasaragod,Kasaragod,Bayar,31,13,33,29.69952329,95.21224392,6.342463714,148.3003692
Kasaragod,Kasaragod,Bedadka,52,73,79,17.25769499,18.74943955,7.840339389,94.00287214
Kasaragod,Kasaragod,Bekoor,117,24,53,29.17220859,92.21405224,6.293486295,21.30290472
Kasaragod,Kasaragod,Bela,114,30,51,29.24908541,90.06998135,6.069171847,25.93496537
Kasaragod,Kasaragod,Bellur,113,6,52,27.76317235,90.35567642,6.740983646,25.21609113
Kasaragod,Kasaragod,Bombrana,28,80,17,19.62207826,18.67170854,5.809419584,144.1567454
Kasaragod,Kasaragod,Chemnad,25,60,22,21.63149148,21.17919701,5.887263027,134.3649948
Kasaragod,Kasaragod,Chengala,12,78,23,16.06522754,18.72479695,5.99812453,88.06638775
Kasaragod,Kasaragod,Chippar,18,55,23,21.9989826,56.31006755,6.98571967,136.8274312
Kasaragod,Kasaragod,Delampady,39,77,21,22.99774444,60.24218572,4.603563116,159.689339
Kasaragod,Kasaragod,Edanad,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611
Kasaragod,Kasaragod,Enmakaje,27,71,24,31.46417866,48.17631461,7.064973419,165.405354
Kasaragod,Kasaragod,Heroor,81,30,48,28.52379742,92.09688432,6.041027474,29.86681385
Kasaragod,Kasaragod,Hosabettu,115,9,52,29.06785065,90.97685539,6.019372459,29.1194739
Kasaragod,Kasaragod,Ichilampady,83,7,45,29.08417927,90.73891887,6.704104127,25.33014238
Kasaragod,Kasaragod,Ichilangod,17,29,26,26.14162144,93.28415295,6.071897347,195.4115025
Kasaragod,Kasaragod,Kadambar,2,30,30,26.00175125,94.79998418,6.331051715,209.540094
Kasaragod,Kasaragod,Kaliyoor,59,69,80,19.07937684,17.86754927,8.165359297,69.40619137
Kasaragod,Kasaragod,Kalnad,6,77,25,20.61162204,24.36314135,5.792744849,69.63833855
Kasaragod,Kasaragod,Kannur,22,79,17,21.42451099,20.39659714,5.912289889,116.5206923
Kasaragod,Kasaragod,Karadka,27,80,15,19.07096165,21.21092266,5.788386951,86.21917578
Kasaragod,Kasaragod,Karivedakam,10,55,23,21.18853178,19.63438599,5.728233081,137.1948633
Kasaragod,Kasaragod,Kasaragod,23,65,20,23.0429097,22.42610972,5.833940084,108.3684316
Kasaragod,Kasaragod,Kattukukke,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792
Kasaragod,Kasaragod,Kayyar,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308
Kasaragod,Kasaragod,Kidoor,59,69,80,19.07937684,17.86754927,8.165359297,69.40619137
Kasaragod,Kasaragod,Kodalamogaru,84,21,55,28.47090661,94.79453182,6.494251024,21.08484101
Kasaragod,Kasaragod,Kodibail,109,26,45,28.27973674,90.38971208,6.224535449,21.58992507
Kasaragod,Kasaragod,Koipady,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694
Kasaragod,Kasaragod,Kolathur,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551
Kasaragod,Kasaragod,Koliyoor,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803
Kasaragod,Kasaragod,Kubanoor,27,57,24,27.33534897,43.35795962,6.09186275,142.3303677
Kasaragod,Kasaragod,Kudalmarkala,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709
Kasaragod,Kasaragod,Kudlu,30,75,25,30.33276599,42.35249879,6.446091759,149.299952
Kasaragod,Kasaragod,Kuloor,81,45,23,19.32666088,68.034493,6.192360003,84.22969177
Kasaragod,Kasaragod,Kumbadaje,73,45,21,24.60532218,73.58868502,6.636803223,96.59195302
Kasaragod,Kasaragod,Kunjathur,37,66,85,20.93175255,18.91295403,6.456148474,78.06910795
Kasaragod,Kasaragod,Kuttikole,49,71,76,19.71098332,17.63879418,6.613072145,85.57925437
Kasaragod,Kasaragod,Madhur,37,72,18,18.87614998,24.54038287,5.724242065,105.4120514
Kasaragod,Kasaragod,Maire,40,73,20,21.59343016,20.31871249,5.811314232,61.13872036
Kasaragod,Kasaragod,Majibail,95,27,55,28.47212559,91.21322065,6.160414414,20.88620369
Kasaragod,Kasaragod,Mangalpady,119,5,55,29.68846716,94.30111601,6.168757984,26.83924845
Kasaragod,Kasaragod,Manjeshwar,110,14,51,27.02415146,91.66737633,6.085444691,21.26034986
Kasaragod,Kasaragod,Meenja,82,18,48,29.09588297,94.16748386,6.159050816,26.70581328
Kasaragod,Kasaragod,Mogral,19,78,16,20.65375833,23.10538637,5.967533236,67.71768947
Kasaragod,Kasaragod,Moodambail,19,65,25,18.09551014,18.29318436,5.625096446,144.7902323
Kasaragod,Kasaragod,Mugu,22,70,19,18.23775702,21.07643273,5.515615023,69.44951585
Kasaragod,Kasaragod,Mulinja,37,64,22,17.48189735,18.8251973,5.954665349,121.9401369
Kasaragod,Kasaragod,Muliyar,11,71,17,19.9191786,21.47324158,5.74644777,82.68554379
Kasaragod,Kasaragod,Munnad,18,79,20,20.27514686,23.2353604,5.877347515,139.7521543
Kasaragod,Kasaragod,Muttathody,51,72,75,18.88852533,14.99451145,7.104224797,80.1113384
Kasaragod,Kasaragod,Nekraje,57,73,85,18.49311205,14.72115044,7.358099622,91.94595352
Kasaragod,Kasaragod,Nettanige,22,64,82,19.48974337,17.17260319,6.4740245,87.51312796
Kasaragod,Kasaragod,Nirchal,6,13,29,27.31155708,99.96906006,5.832608028,201.8258633
Kasaragod,Kasaragod,Padre,30,13,25,27.15116142,91.48889469,6.413184638,164.9182225
Kasaragod,Kasaragod,Pady,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571
Kasaragod,Kasaragod,Paivalike,75,53,18,20.68899915,59.4375337,6.864793607,103.651438
Kasaragod,Kasaragod,Pathur,87,14,48,29.69238699,92.58862544,6.606033244,29.1102594
Kasaragod,Kasaragod,Patla,85,9,53,28.20619412,92.86798698,6.447662945,28.78654515
Kasaragod,Kasaragod,Pavoor,100,6,53,29.05248036,93.92217834,6.105909623,23.66620626
Kasaragod,Kasaragod,Perumbala,21,63,17,15.77370214,19.2303162,5.979973965,108.3441414
Kasaragod,Kasaragod,Puthige,24,80,22,16.71170642,19.17651433,5.635993966,96.77285817
Kasaragod,Kasaragod,Puthur,34,60,22,17.66148158,18.15302753,5.635231778,100.6711761
Kasaragod,Kasaragod,Shiribagilu,16,75,21,18.50692825,23.61670065,5.679224346,87.0513289
Kasaragod,Kasaragod,Shiriya,17,77,23,24.51324787,20.81527638,5.670062975,64.19497947
Kasaragod,Kasaragod,Talikala,40,70,20,31.80130272,45.03186173,5.623490043,147.0361442
Kasaragod,Kasaragod,Thekkil,38,55,19,33.18184225,38.23184742,5.864623352,198.8298806
Kasaragod,Kasaragod,Ubrangala,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663
Kasaragod,Kasaragod,Ujarulvar,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134
Kasaragod,Kasaragod,Uppala,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046
Kasaragod,Kasaragod,Vorkady,16,56,17,33.80020039,40.03262418,7.445444883,176.6165894
Kollam,Karunagappally,Adinad,93,56,36,23.1069385,67.06230539,7.086947687,107.1951707
Kollam,Karunagappally,Alappad,94,50,37,23.52648086,68.44030686,6.749260456,105.2240743
Kollam,Karunagappally,Ayanivelikulangara,60,48,39,25.11711046,68.48030408,7.16300467,107.5660804
Kollam,Karunagappally,Chavara,85,38,41,24.02952505,58.84880599,7.013481515,109.6623974
Kollam,Karunagappally,Clappana,91,35,39,26.70897548,69.71184111,5.648243649,103.3183074
Kollam,Karunagappally,Kallelibhagom,37,36,27,27.5529736,47.90859131,5.910634533,90.40332704
Kollam,Karunagappally,Karunagappally,23,23,30,32.82141065,47.45553843,4.755273631,90.89173106
Kollam,Karunagappally,Kollam,36,26,26,30.17294105,51.0845903,6.814630246,95.23444287
Kollam,Karunagappally,Kulasekharapuram,24,33,35,29.26382931,54.82257868,5.342866119,100.7586226
Kollam,Karunagappally,Neendakara,0,67,22,29.82112112,69.4073209,6.593798387,51.56461082
Kollam,Karunagappally,Oachira,7,73,25,27.52185591,63.13215259,7.28805662,45.20841071
Kollam,Karunagappally,Panmana,10,56,18,27.99627907,68.6428593,7.32710972,46.10585191
Kollam,Karunagappally,Pavumba,39,70,15,20.76774783,63.90164154,6.366355781,47.9271552
Kollam,Karunagappally,Thazhava,77,38,36,26.71717393,50.50148528,6.610251186,110.4606459
Kollam,Karunagappally,Thekkumbhagom,88,35,40,24.59245684,56.46829641,7.054313823,102.5538035
Kollam,Karunagappally,Thevalakkara,133,47,24,24.40228894,79.19732001,7.231324765,90.8022356
Kollam,Karunagappally,Thodiyoor,136,36,20,23.09595631,84.86275707,6.925412377,71.29581071
Kollam,Karunagappally,Vadakkumthala,26,56,22,23.05276444,60.424786,7.011121216,52.60285259
Kollam,Kollam,Adichanalloor,9,77,17,21.65845777,63.58337146,6.280725549,38.07659414
Kollam,Kollam,Chirakkara,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416
Kollam,Kollam,Elampalloor,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541
Kollam,Kollam,Eravipuram,89,45,36,27.51006055,50.66687215,6.026999326,111.0217929
Kollam,Kollam,Kalluvathukkal,76,40,43,27.57847581,58.52534263,5.779427402,106.3602023
Kollam,Kollam,Kizhakkekallada,67,59,41,26.65069302,57.56695719,6.535244251,104.617522
Kollam,Kollam,Kottamkara,83,41,43,26.97251562,62.0183627,5.684995235,104.991282
Kollam,Kollam,Mayyanad,78,43,42,23.17124551,52.97841162,6.12476108,103.0295938
Kollam,Kollam,Meenad,26,18,30,32.06097197,51.08494181,6.336234624,96.59816497
Kollam,Kollam,Mulavana,22,17,26,28.69818144,47.71875722,4.754435025,99.642454
Kollam,Kollam,Mundrothuruth,11,34,32,29.14305008,49.40983294,6.831706773,97.55155537
Kollam,Kollam,Nedumpana,4,59,19,26.25070298,67.62779652,7.621494566,40.8106299
Kollam,Kollam,Pallimon,34,73,15,20.97195263,63.83179889,7.630424083,53.10207889
Kollam,Kollam,Panayam,33,77,15,23.89736406,66.32102048,7.802212437,40.74536757
Kollam,Kollam,Paravoor,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026
Kollam,Kollam,Paravoor,78,58,15,25.00933355,67.816568,6.528631266,62.91359494
Kollam,Kollam,Parippally,92,60,23,18.66746724,71.516474,5.721667141,69.93293255
Kollam,Kollam,Perinad,104,47,18,23.9656349,76.97696717,7.633437412,90.75616738
Kollam,Kollam,Poothakkulam,133,47,23,24.88738107,75.62137159,6.827354668,89.76050416
Kollam,Kollam,Thazhuthala,126,38,23,25.36243778,83.63276077,6.176716425,88.43618918
Kollam,Kollam,Thrikkadavoor,75,54,36,23.52652084,65.44340921,6.999014379,109.4429934
Kollam,Kollam,Thrikkaruva,97,36,45,27.30901814,55.196224,6.277148771,106.8685636
